Name	Length	EffectiveLength	TPM	NumReads
FBtr0300305	309	131.858	0.000000	0.000
FBtr0077162	567	389.655	0.000000	0.000
FBtr0072277	713	535.573	56.640906	204.000
FBtr0344898	1082	904.183	0.000000	0.000
FBtr0086817	1175	997.183	0.000000	0.000
FBtr0333271	5146	4968.183	0.536579	17.927
FBtr0072639	5149	4971.183	0.554385	18.533
FBtr0340000	824	646.516	1.521581	6.615
FBtr0087390	427	249.764	286.603414	481.385
FBtr0070472	3021	2843.183	2.959742	56.590
FBtr0331752	4499	4321.183	26.896818	781.601
FBtr0070475	3174	2996.183	6.897636	138.979
FBtr0070474	3218	3040.183	1.067652	21.828
FBtr0302185	2166	1988.183	1.428848	19.104
FBtr0070471	4805	4627.183	11.846093	368.615
FBtr0112828	2903	2725.183	7.748213	141.997
FBtr0301966	3182	3004.183	1.233736	24.925
FBtr0070468	3055	2877.183	10.081172	195.056
FBtr0070476	2745	2567.183	0.706288	12.193
FBtr0070470	3110	2932.183	1.667230	32.875
FBtr0331751	4750	4572.183	0.855946	26.318
FBtr0070469	4244	4066.183	16.777662	458.775
FBtr0070467	2929	2751.183	0.453693	8.394
FBtr0331753	5004	4826.183	1.300792	42.218
FBtr0070466	2847	2669.183	2.602940	46.722
FBtr0070473	3091	2913.183	2.068118	40.516
FBtr0076265	1575	1397.183	55.556442	521.999
FBtr0331935	1030	852.183	0.196965	1.129
FBtr0088237	816	638.517	89.165846	382.871
FBtr0081705	1363	1185.183	0.000000	0.000
FBtr0088524	1299	1121.183	74.405446	561.000
FBtr0074540	843	665.501	23.454423	104.968
FBtr0074494	1357	1179.183	0.378319	3.000
FBtr0085714	3349	3171.183	130.927348	2792.115
FBtr0085713	3440	3262.183	1157.589153	25394.778
FBtr0076256	334	156.845	1.896174	2.000
FBtr0339552	1718	1540.183	11.723936	121.430
FBtr0078950	1533	1355.183	30.567093	278.570
FBtr0070990	1321	1143.183	1.189714	9.146
FBtr0100409	805	627.528	0.748527	3.159
FBtr0343330	706	528.575	97.534714	346.695
FBtr0304902	1617	1439.183	0.171583	1.661
FBtr0304901	2286	2108.183	0.023938	0.339
FBtr0078872	1228	1050.183	0.000000	0.000
FBtr0077839	2112	1934.183	8.346228	108.560
FBtr0077837	2331	2153.183	2.779335	40.244
FBtr0077838	2235	2057.183	9.299978	128.658
FBtr0077836	2325	2147.183	16.589131	239.538
FBtr0075133	4018	3840.183	0.457968	11.827
FBtr0332862	2190	2012.183	7.181203	97.173
FBtr0087988	1754	1576.183	162.626300	1723.769
FBtr0087987	1948	1770.183	349.388299	4159.184
FBtr0074688	1633	1455.183	49.970029	489.000
FBtr0086864	3503	3325.183	13.058270	292.000
FBtr0083361	1283	1105.183	0.000000	0.000
FBtr0392904	4164	3986.183	6.251673	167.585
FBtr0084588	2385	2207.183	67.848585	1007.073
FBtr0303161	2639	2461.183	39.788012	658.533
FBtr0079257	1918	1740.183	19.055849	223.000
FBtr0307341	906	728.472	0.046370	0.227
FBtr0084989	527	349.677	0.037421	0.088
FBtr0306309	750	572.558	0.779148	3.000
FBtr0344570	539	361.668	0.000000	0.000
FBtr0078090	1219	1041.183	37.133394	260.000
FBtr0087439	546	368.666	20.974381	52.000
FBtr0070960	2096	1918.183	0.200125	2.582
FBtr0302357	2296	2118.183	0.159851	2.277
FBtr0302356	2428	2250.183	0.141521	2.142
FBtr0340571	3830	3652.183	0.040711	1.000
FBtr0340572	3825	3647.183	0.040776	1.000
FBtr0080267	3305	3127.183	0.000000	0.000
FBtr0077141	787	609.539	0.000000	0.000
FBtr0306593	981	803.414	0.000000	0.000
FBtr0081719	1938	1760.183	66.993662	793.000
FBtr0071549	1655	1477.183	32.011880	318.000
FBtr0308832	1068	890.183	9.326581	55.832
FBtr0308833	2043	1865.183	31.005424	388.903
FBtr0074921	2263	2085.183	8.148714	114.265
FBtr0073011	1996	1818.183	0.163573	2.000
FBtr0112378	450	272.739	0.000000	0.000
FBtr0342602	1596	1418.183	0.266492	2.542
FBtr0080326	1217	1039.183	84.921304	593.458
FBtr0085405	675	497.588	188.871117	632.000
FBtr0339295	331	153.848	0.000000	0.000
FBtr0300316	205	33.788	0.000000	0.000
FBtr0300904	2130	1952.183	0.000000	0.000
FBtr0081633	2196	2018.183	0.000000	0.000
FBtr0300905	2052	1874.183	0.000000	0.000
FBtr0335279	1234	1056.183	0.666351	4.733
FBtr0335281	1199	1021.183	0.208447	1.431
FBtr0290216	733	555.563	0.013650	0.051
FBtr0335280	740	562.560	0.013683	0.052
FBtr0077120	1711	1533.183	20.094942	207.187
FBtr0081676	887	709.475	0.000000	0.000
FBtr0076639	2093	1915.183	0.155288	2.000
FBtr0079280	1148	970.183	0.000000	0.000
FBtr0304827	5797	5619.183	0.075682	2.860
FBtr0433494	6405	6227.183	0.103845	4.349
FBtr0333832	6581	6403.183	0.084923	3.657
FBtr0433497	5654	5476.183	0.094409	3.477
FBtr0333833	6118	5940.183	0.095090	3.799
FBtr0433496	5848	5670.183	0.068176	2.600
FBtr0304826	8410	8232.183	0.067981	3.763
FBtr0433495	8302	8124.183	0.069274	3.785
FBtr0433493	8251	8073.183	0.074555	4.048
FBtr0300808	2019	1841.183	0.000000	0.000
FBtr0300809	4061	3883.183	0.071984	1.880
FBtr0301700	4064	3886.183	0.071906	1.879
FBtr0072287	5108	4930.183	29.377461	974.000
FBtr0343633	2816	2638.183	27.290842	484.176
FBtr0074281	2640	2462.183	48.488405	802.860
FBtr0343632	2730	2552.183	2.500627	42.918
FBtr0074279	3898	3720.183	43.917102	1098.701
FBtr0074280	3895	3717.183	3.934130	98.343
FBtr0072238	1035	857.183	0.000000	0.000
FBtr0308073	1317	1139.183	1.310090	10.036
FBtr0082360	764	586.551	81.873826	322.948
FBtr0082361	1024	846.183	1.057192	6.016
FBtr0079938	1428	1250.183	2.735726	23.000
FBtr0077227	1279	1101.183	165.706800	1227.104
FBtr0091702	1278	1100.183	7.419798	54.896
FBtr0074882	2425	2247.183	15.845693	239.459
FBtr0332153	3588	3410.183	3.014324	69.127
FBtr0310476	2042	1864.183	7.273095	91.178
FBtr0100666	2416	2238.183	8.198649	123.401
FBtr0332726	2033	1855.183	4.635739	57.835
FBtr0080287	1089	911.183	16.555784	101.446
FBtr0309307	5887	5709.183	0.118494	4.549
FBtr0300898	5037	4859.183	0.074995	2.451
FBtr0080024	1050	872.183	7.194402	42.197
FBtr0077389	2263	2085.183	98.627121	1383.000
FBtr0290204	1958	1780.183	0.000000	0.000
FBtr0086689	848	670.496	22.525668	101.568
FBtr0306636	1574	1396.183	7.648675	71.814
FBtr0086687	1472	1294.183	34.150528	297.218
FBtr0086690	2195	2017.183	0.692387	9.392
FBtr0086686	1532	1354.183	1.138202	10.365
FBtr0340359	2225	2047.183	1.147706	15.800
FBtr0301148	981	803.414	70.059665	378.520
FBtr0086684	908	730.472	0.461647	2.268
FBtr0306637	2237	2059.183	1.079120	14.943
FBtr0301149	1514	1336.183	1.459120	13.111
FBtr0086600	1106	928.183	5.629033	35.136
FBtr0331978	1118	940.183	18.167322	114.864
FBtr0078769	621	443.632	4537.850477	13538.000
FBtr0070712	1878	1700.183	0.874627	10.000
FBtr0343263	1108	930.183	0.041987	0.263
FBtr0343264	928	750.464	0.048358	0.244
FBtr0072024	920	742.471	0.048662	0.243
FBtr0113111	979	801.415	0.046450	0.250
FBtr0333452	4664	4486.183	0.234669	7.080
FBtr0333450	3996	3818.183	0.143412	3.682
FBtr0333451	4043	3865.183	0.140038	3.640
FBtr0300831	4092	3914.183	0.136690	3.598
FBtr0076303	1640	1462.183	2.406449	23.662
FBtr0076302	1655	1477.183	1.633927	16.231
FBtr0076301	2049	1871.183	50.710185	638.106
FBtr0077098	1123	945.183	87.758893	557.813
FBtr0070552	1047	869.183	0.000000	0.000
FBtr0075818	1346	1168.183	27.368181	215.000
FBtr0088789	1908	1730.183	4.898929	57.000
FBtr0304960	503	325.695	0.000000	0.000
FBtr0075249	843	665.501	0.000000	0.000
FBtr0084104	1804	1626.183	220.834068	2415.000
FBtr0336911	2177	1999.183	8.355901	112.338
FBtr0088974	1597	1419.183	24.990014	238.499
FBtr0100360	4963	4785.183	0.497101	15.996
FBtr0110880	2920	2742.183	0.081072	1.495
FBtr0334105	2225	2047.183	0.169743	2.337
FBtr0301185	2946	2768.183	0.079974	1.489
FBtr0110881	4262	4084.183	2.901204	79.683
FBtr0336928	1138	960.183	0.000000	0.000
FBtr0072107	995	817.404	0.000000	0.000
FBtr0085786	2956	2778.183	13.684530	255.666
FBtr0085785	3082	2904.183	1.176554	22.978
FBtr0334549	2894	2716.183	1.573112	28.734
FBtr0334550	3020	2842.183	0.660369	12.622
FBtr0340191	4545	4367.183	9.495436	278.868
FBtr0073848	4477	4299.183	58.113353	1680.132
FBtr0078387	3371	3193.183	9.755197	209.479
FBtr0087487	2027	1849.183	16.726374	208.000
FBtr0083735	2688	2510.183	0.041572	0.702
FBtr0332539	2448	2270.183	0.046542	0.711
FBtr0077790	977	799.416	0.000000	0.000
FBtr0331440	941	763.464	0.000000	0.000
FBtr0331439	971	793.426	0.000000	0.000
FBtr0082634	1746	1568.183	19.059771	201.000
FBtr0079612	1320	1142.183	7.030342	54.000
FBtr0087980	1799	1621.183	0.025115	0.274
FBtr0087979	1558	1380.183	0.028737	0.267
FBtr0072044	1063	885.183	0.000000	0.000
FBtr0343206	1072	894.183	0.000000	0.000
FBtr0072043	1160	982.183	0.000000	0.000
FBtr0075225	1132	954.183	0.155843	1.000
FBtr0112489	446	268.744	9.340267	16.880
FBtr0339263	740	562.560	0.031641	0.120
FBtr0301018	2276	2098.183	1.771801	25.000
FBtr0302526	640	462.611	4.178746	13.000
FBtr0100009	3280	3102.183	4.937285	103.000
FBtr0089901	2338	2160.183	1.170837	17.009
FBtr0089902	1803	1625.183	0.508494	5.557
FBtr0300562	2617	2439.183	5.724970	93.907
FBtr0089900	2125	1947.183	0.401167	5.253
FBtr0089904	2355	2177.183	0.609734	8.927
FBtr0301521	2467	2289.183	0.913132	14.057
FBtr0089905	2568	2390.183	2.319912	37.289
FBtr0345390	5214	5036.183	0.900321	30.492
FBtr0331425	3556	3378.183	1.909360	43.376
FBtr0332155	4408	4230.183	1.866949	53.110
FBtr0075014	3541	3363.183	1.769585	40.022
FBtr0078874	603	425.641	0.000000	0.000
FBtr0083452	2975	2797.183	15.128223	284.571
FBtr0302317	2262	2084.183	21.577747	302.429
FBtr0333248	2543	2365.183	0.062349	0.992
FBtr0114524	2411	2233.183	0.067141	1.008
FBtr0273385	6171	5993.183	1.923299	77.515
FBtr0339307	6637	6459.183	1.608973	69.889
FBtr0273384	6439	6261.183	4.526639	190.596
FBtr0082117	3807	3629.183	6.136017	149.754
FBtr0082116	6303	6125.183	2.443818	100.663
FBtr0082118	4671	4493.183	4.424113	133.679
FBtr0085011	1569	1391.183	0.000000	0.000
FBtr0081174	4145	3967.183	0.306459	8.176
FBtr0081175	3934	3756.183	0.360166	9.098
FBtr0303241	4041	3863.183	0.699263	18.166
FBtr0081176	3893	3715.183	0.375075	9.371
FBtr0305129	2997	2819.183	8.456225	160.318
FBtr0339156	2994	2816.183	3.222733	61.033
FBtr0339157	2988	2810.183	2.057486	38.882
FBtr0071784	2049	1871.183	1.368902	17.225
FBtr0071785	1989	1811.183	67.059177	816.775
FBtr0089148	3050	2872.183	2.409499	46.539
FBtr0089147	2773	2595.183	2.201977	38.429
FBtr0089150	2762	2584.183	4.042642	70.254
FBtr0089146	2709	2531.183	5.167092	87.953
FBtr0308247	2614	2436.183	32.290893	529.019
FBtr0089149	2840	2662.183	3.340544	59.805
FBtr0302559	2531	2353.183	0.000000	0.000
FBtr0346506	2597	2419.183	0.000000	0.000
FBtr0302190	3048	2870.183	3.541594	68.358
FBtr0086145	3054	2876.183	7.633284	147.642
FBtr0306281	375	197.824	0.000000	0.000
FBtr0306280	392	214.809	0.000000	0.000
FBtr0306258	4812	4634.183	5.387835	167.907
FBtr0073119	3828	3650.183	56.535338	1387.766
FBtr0073120	4106	3928.183	47.673830	1259.370
FBtr0073118	4763	4585.183	63.074316	1944.871
FBtr0337055	3442	3264.183	17.240561	378.449
FBtr0333895	3491	3313.183	65.958978	1469.606
FBtr0337056	4046	3868.183	16.223866	422.030
FBtr0077442	1411	1233.183	6.511553	54.000
FBtr0076018	1266	1088.183	2.817000	20.614
FBtr0076017	963	785.436	8.971276	47.386
FBtr0339781	3357	3179.183	0.476028	10.177
FBtr0070778	3093	2915.183	0.777328	15.239
FBtr0344824	2804	2626.183	2.750971	48.584
FBtr0345292	830	652.510	273.340694	1199.425
FBtr0070983	837	659.507	22.898968	101.559
FBtr0070982	1100	922.183	1.820346	11.289
FBtr0070981	941	763.464	93.323900	479.140
FBtr0070980	854	676.491	4964.201862	22583.586
FBtr0307300	2919	2741.183	12.915147	238.078
FBtr0113024	3030	2852.183	1.152555	22.107
FBtr0332600	2913	2735.183	0.588006	10.816
FBtr0083414	2815	2637.183	18.873486	334.714
FBtr0337043	3789	3611.183	0.464733	11.286
FBtr0077516	1338	1160.183	0.000000	0.000
FBtr0112524	1274	1096.183	2.171041	16.004
FBtr0089233	3691	3513.183	4.768399	112.656
FBtr0334626	3376	3198.183	1.970268	42.375
FBtr0310651	3526	3348.183	10.038509	226.027
FBtr0089229	3501	3323.183	15.390374	343.942
FBtr0082920	981	803.414	0.000000	0.000
FBtr0077386	1734	1556.183	21.595642	226.000
FBtr0071106	2301	2123.183	0.000000	0.000
FBtr0070937	2201	2023.183	90.409877	1230.078
FBtr0070938	2487	2309.183	91.244333	1416.922
FBtr0070397	1267	1089.183	1.365267	10.000
FBtr0074346	819	641.517	0.000000	0.000
FBtr0071471	1606	1428.183	0.000000	0.000
FBtr0330316	1609	1431.183	0.000000	0.000
FBtr0074918	1253	1075.183	15.490092	112.000
FBtr0072124	2163	1985.183	22.022425	294.000
FBtr0071683	1189	1011.183	72.793702	495.000
FBtr0077403	1061	883.183	0.346677	2.059
FBtr0113021	1089	911.183	0.301787	1.849
FBtr0077402	1231	1053.183	0.191191	1.354
FBtr0077401	1011	833.183	0.488606	2.738
FBtr0300280	1584	1406.183	0.105749	1.000
FBtr0346378	3461	3283.183	0.704637	15.558
FBtr0074809	2896	2718.183	23.543274	430.355
FBtr0335137	3353	3175.183	0.893900	19.087
FBtr0346141	373	195.825	2.780229	3.661
FBtr0085611	272	94.887	36.575413	23.339
FBtr0074029	585	407.650	0.000000	0.000
FBtr0075388	1505	1327.183	0.092564	0.826
FBtr0343534	2295	2117.183	0.152683	2.174
FBtr0086001	1762	1584.183	0.187734	2.000
FBtr0321315	1239	1061.183	0.000000	0.000
FBtr0333037	2846	2668.183	2.384522	42.786
FBtr0075724	2737	2559.183	3.752860	64.587
FBtr0075723	2084	1906.183	1.297104	16.627
FBtr0342770	3744	3566.183	12.165341	291.749
FBtr0070420	3766	3588.183	88.000346	2123.443
FBtr0342771	3838	3660.183	4.704932	115.808
FBtr0333323	2883	2705.183	1.211510	22.040
FBtr0333322	2930	2752.183	1.023346	18.940
FBtr0074137	2347	2169.183	5.210573	76.009
FBtr0074135	2386	2208.183	50.574302	751.012
FBtr0308136	1697	1519.183	0.061241	0.626
FBtr0080237	698	520.579	0.000000	0.000
FBtr0300638	3446	3268.183	0.071849	1.579
FBtr0073729	466	288.725	71.081702	138.014
FBtr0084836	743	565.559	21.823208	83.000
FBtr0082430	1248	1070.183	1.892342	13.619
FBtr0335211	1142	964.183	17.177927	111.381
FBtr0076857	1307	1129.183	0.263381	2.000
FBtr0300424	902	724.473	1.231537	6.000
FBtr0083860	1793	1615.183	5.439554	59.084
FBtr0302327	1744	1566.183	126.572175	1333.099
FBtr0083861	1877	1699.183	13.723744	156.817
FBtr0083086	1479	1301.183	15.381369	134.591
FBtr0334589	2552	2374.183	3.378517	53.941
FBtr0091874	595	417.645	2.621874	7.364
FBtr0073935	992	814.408	0.000000	0.000
FBtr0073300	818	640.517	0.000000	0.000
FBtr0073299	2460	2282.183	0.000000	0.000
FBtr0088841	1522	1344.183	2.318475	20.958
FBtr0088842	1468	1290.183	55.278150	479.608
FBtr0345599	2094	1916.183	0.136843	1.763
FBtr0070422	1749	1571.183	0.211684	2.237
FBtr0342772	681	503.586	0.000000	0.000
FBtr0070421	1547	1369.183	0.108607	1.000
FBtr0333023	2495	2317.183	0.058834	0.917
FBtr0075579	1678	1500.183	0.107371	1.083
FBtr0072248	2815	2637.183	0.018782	0.333
FBtr0345620	2931	2753.183	0.018037	0.334
FBtr0072247	2800	2622.183	0.018882	0.333
FBtr0072253	1306	1128.183	0.381004	2.891
FBtr0343432	1090	912.183	28.879032	177.152
FBtr0073127	1478	1300.183	0.114171	0.998
FBtr0073128	1471	1293.183	0.115190	1.002
FBtr0079458	1541	1363.183	0.005807	0.053
FBtr0079460	1595	1417.183	1.114111	10.618
FBtr0079462	1526	1348.183	0.005846	0.053
FBtr0079461	1505	1327.183	0.005900	0.053
FBtr0079459	1585	1407.183	0.340616	3.223
FBtr0081997	1156	978.183	46.185481	303.814
FBtr0081996	1257	1079.183	4.166476	30.237
FBtr0336761	1233	1055.183	12.253348	86.949
FBtr0336637	3026	2848.183	0.057527	1.102
FBtr0300693	1964	1786.183	0.049957	0.600
FBtr0336636	3290	3112.183	0.090717	1.899
FBtr0071797	3770	3592.183	0.073437	1.774
FBtr0336638	1523	1345.183	0.069140	0.625
FBtr0087382	5033	4855.183	25.622020	836.567
FBtr0339998	5235	5057.183	3.504346	119.178
FBtr0301478	2790	2612.183	30.066462	528.163
FBtr0089521	2653	2475.183	6.610631	110.035
FBtr0306351	2221	2043.183	1.133116	15.569
FBtr0306350	2503	2325.183	2.304722	36.038
FBtr0301477	4782	4604.183	1.621174	50.195
FBtr0300224	1562	1384.183	0.023307	0.217
FBtr0114515	1508	1330.183	0.024027	0.215
FBtr0087406	329	151.849	0.000000	0.000
FBtr0072888	2130	1952.183	0.000000	0.000
FBtr0085859	1170	992.183	0.599496	4.000
FBtr0334894	6412	6234.183	48.553540	2035.552
FBtr0084460	6624	6446.183	7.605403	329.691
FBtr0304567	3987	3809.183	13.888042	355.758
FBtr0070907	2510	2332.183	152.904723	2398.088
FBtr0070906	2636	2458.183	0.841556	13.912
FBtr0305911	1961	1783.183	7.347030	88.103
FBtr0289953	2161	1983.183	7.954632	106.088
FBtr0305910	2015	1837.183	4.517265	55.810
FBtr0088312	1656	1478.183	0.372945	3.707
FBtr0088313	2297	2119.183	0.454520	6.477
FBtr0088311	2351	2173.183	0.406398	5.939
FBtr0304592	2591	2413.183	0.485331	7.876
FBtr0088882	1935	1757.183	80.563497	952.000
FBtr0079894	2382	2204.183	22.828589	338.383
FBtr0331635	2356	2178.183	6.216912	91.065
FBtr0345615	2623	2445.183	6.341885	104.282
FBtr0071338	3399	3221.183	225.926362	4894.000
FBtr0334508	4486	4308.183	0.020734	0.601
FBtr0085746	3506	3328.183	0.027103	0.607
FBtr0085085	1541	1363.183	40.782772	373.863
FBtr0085084	2075	1897.183	0.637780	8.137
FBtr0079304	905	727.473	0.000567	0.003
FBtr0079732	925	747.464	0.000000	0.000
FBtr0071108	3145	2967.183	3.258587	65.021
FBtr0340139	3231	3053.183	1.856974	38.128
FBtr0071107	3426	3248.183	48.032879	1049.206
FBtr0340138	4238	4060.183	2.732082	74.597
FBtr0309839	4403	4225.183	1.720672	48.891
FBtr0309836	4378	4200.183	1.876027	52.989
FBtr0309837	3952	3774.183	8.194043	207.971
FBtr0073144	4107	3929.183	168.612008	4455.253
FBtr0309838	4006	3828.183	4.696084	120.896
FBtr0075152	2917	2739.183	29.245844	538.725
FBtr0300092	607	429.640	0.024906	0.072
FBtr0073892	1096	918.183	0.000000	0.000
FBtr0343143	1534	1356.183	0.000000	0.000
FBtr0332630	1663	1485.183	5.099887	50.936
FBtr0332631	1364	1186.183	48.407095	386.138
FBtr0332632	5997	5819.183	16.751121	655.522
FBtr0301268	1587	1409.183	0.633144	6.000
FBtr0085909	2020	1842.183	0.403604	5.000
FBtr0080763	2304	2126.183	20.841740	298.000
FBtr0086733	1297	1119.183	28.699281	216.000
FBtr0087262	852	674.493	142.200385	645.000
FBtr0303232	702	524.578	1.417353	5.000
FBtr0344155	6716	6538.183	8.234261	362.046
FBtr0070316	6065	5887.183	32.343423	1280.487
FBtr0344279	6745	6567.183	0.067930	3.000
FBtr0076133	3030	2852.183	0.000000	0.000
FBtr0082259	2901	2723.183	46.393111	849.595
FBtr0079708	1718	1540.183	36.427019	377.292
FBtr0330181	847	669.497	0.116627	0.525
FBtr0074894	650	472.604	103.038453	327.475
FBtr0082726	2913	2735.183	3.205139	58.954
FBtr0331429	2603	2425.183	1.814632	29.595
FBtr0331428	2948	2770.183	6.089995	113.451
FBtr0082727	2606	2428.183	3.004601	49.063
FBtr0301219	3098	2920.183	4.528922	88.938
FBtr0088166	1239	1061.183	0.000000	0.000
FBtr0310646	1830	1652.183	1.976254	21.957
FBtr0073730	1370	1192.183	185.605472	1488.043
FBtr0079724	633	455.618	11.398260	34.924
FBtr0346454	899	721.473	1.761415	8.546
FBtr0100541	611	433.639	6301.635942	18376.530
FBtr0343865	1567	1389.183	0.000000	0.000
FBtr0079324	1294	1116.183	0.000000	0.000
FBtr0079598	1156	978.183	51.905589	341.441
FBtr0081220	1093	915.183	1.347152	8.291
FBtr0300823	1159	981.183	2.066683	13.637
FBtr0081221	1054	876.183	28.100327	165.572
FBtr0310645	979	801.415	12.492888	67.329
FBtr0081219	1084	906.183	1.669057	10.171
FBtr0075314	465	287.726	65.119273	126.000
FBtr0070136	2103	1925.183	12.981518	168.066
FBtr0070137	2193	2015.183	1.292595	17.517
FBtr0070135	2124	1946.183	4.017181	52.576
FBtr0076688	2391	2213.183	26.498027	394.378
FBtr0346546	2609	2431.183	1.797982	29.396
FBtr0302935	3103	2925.183	10.693856	210.363
FBtr0082329	3115	2937.183	8.892088	175.637
FBtr0344017	5279	5101.183	0.701349	24.060
FBtr0091678	6366	6188.183	8.198566	341.179
FBtr0344016	5395	5217.183	1.251808	43.919
FBtr0342985	4422	4244.183	8.146589	232.515
FBtr0071815	4360	4182.183	22.329635	628.010
FBtr0071816	4190	4012.183	5.374627	145.014
FBtr0071813	4216	4038.183	295.140924	8014.881
FBtr0342986	4124	3946.183	22.439483	595.486
FBtr0071814	4255	4077.183	7.771185	213.073
FBtr0083049	682	504.586	62.476852	212.000
FBtr0079593	751	573.558	2.471068	9.531
FBtr0332415	1011	833.183	6.600221	36.981
FBtr0345640	3934	3756.183	3.894710	98.379
FBtr0077562	3784	3606.183	62.950871	1526.621
FBtr0085387	5031	4853.183	7.624697	248.846
FBtr0085386	4880	4702.183	11.674176	369.154
FBtr0085614	355	177.836	9.427270	11.274
FBtr0303924	5093	4915.183	0.142630	4.714
FBtr0303923	5120	4942.183	0.098857	3.286
FBtr0300811	4420	4242.183	18.193296	519.018
FBtr0340626	2866	2688.183	0.055522	1.004
FBtr0340627	2995	2817.183	0.052412	0.993
FBtr0340628	2870	2692.183	0.055420	1.003
FBtr0087784	1976	1798.183	186.749294	2258.263
FBtr0332882	2246	2068.183	0.749887	10.430
FBtr0339391	1899	1721.183	22.662198	262.308
FBtr0084095	7188	7010.183	1.141034	53.791
FBtr0343807	7002	6824.183	0.525918	24.135
FBtr0343805	4551	4373.183	9.900315	291.158
FBtr0343806	4719	4541.183	15.649519	477.916
FBtr0086801	711	533.574	2.063434	7.404
FBtr0344145	6340	6162.183	0.003256	0.135
FBtr0100454	3868	3690.183	0.040297	1.000
FBtr0082255	6557	6379.183	0.033199	1.424
FBtr0082256	4226	4048.183	0.057885	1.576
FBtr0100455	2462	2284.183	0.000000	0.000
FBtr0088783	1907	1729.183	49.361607	574.000
FBtr0301333	1977	1799.183	0.041324	0.500
FBtr0332689	1974	1796.183	0.041395	0.500
FBtr0086107	5316	5138.183	53.742848	1857.000
FBtr0072159	694	516.582	1.439292	5.000
FBtr0076218	2574	2396.183	5.178832	83.451
FBtr0076219	2478	2300.183	41.604215	643.549
FBtr0113346	1241	1063.183	0.000000	0.000
FBtr0100083	570	392.654	0.000000	0.000
FBtr0079765	644	466.609	0.000000	0.000
FBtr0071734	1182	1004.183	0.000000	0.000
FBtr0071191	1056	878.183	11.731928	69.284
FBtr0345988	1286	1108.183	1.572056	11.716
FBtr0071902	1064	886.183	5.096762	30.374
