"ID","Untreated_1","Untreated_3","Untreated_4","RNAi_1","RNAi_3","RNAi_4","padj","log2FoldChange","pvalue","foldChange","log10padj"
"FBtr0081614",127.298563653473,87.2162731070327,72.4949520457808,421.425224980057,435.133766632201,555.962349313372,0.00215794221013343,2.32763516792619,1.91107184403791e-05,5.01981838127468,2.66596018993866
"FBtr0301850",79.2640001224543,135.165518921013,97.9190629769651,422.658819858738,388.626374763199,357.244253021939,0.00218938232265297,1.93534943815899,1.95656356397157e-05,3.82470754854296,2.65967839278558
"FBtr0301492",52.0900386243369,44.7160378216771,45.8650448944657,118.278137278993,139.717613715991,130.825680218267,0.002336039489113,1.44479234411001,2.21892240141691e-05,2.72223637672566,2.63151982005325
"FBtr0076453",323.861882814869,320.191364405567,337.522885190753,675.849389404077,610.008301500209,742.044833125115,0.00229078494551276,1.04244831899151,2.14628452701782e-05,2.05972012761058,2.64001567962812
"FBtr0073974",18.553705038413,17.2454450271584,21.9525169683598,64.7059207479828,72.8152477437013,57.6957140912771,0.00232623529523472,1.75828355629711,2.1965351258961e-05,3.38295399108554,2.63334635914591
"FBtr0071004",25.8569963989001,21.015193585952,23.8521203207706,82.530091993462,77.2814555942939,105.713746721979,0.0023556653103881,1.92508138799136,2.29052438566289e-05,3.79758271404644,2.6278864134507
"FBtr0299920",48.4172751907343,51.9220445164759,55.9307130162584,182.58200936757,144.751035737334,199.545576456601,0.00248370979525859,1.74486266632077,2.50120357760086e-05,3.35162947365609,2.60489914991279
"FBtr0331664",37.5238137177256,42.0672612349797,43.2228453792289,103.997660118061,101.195088453843,117.501538804085,0.00248370979525859,1.40577192784836,2.52361293917199e-05,2.64959513292669,2.60489914991279
"FBtr0112735",20.898721054397,19.7289781955135,18.9425545929289,50.9378484925053,55.5260600736299,56.799847205745,0.00248370979525859,1.47609280851762,2.52670567076105e-05,2.78194289994571,2.60489914991279
"FBtr0113020",31.5274827513849,34.7804646129411,31.2853128898772,84.6540165435733,90.463282064109,79.104879593164,0.00264005742527931,1.37659600095753,2.84898283303522e-05,2.59654998967944,2.57838662645945
