Id	Ctrl1	Ctrl3	Ctrl4	RNAi1	RNAi3	RNAi4	norm.Ctrl1	norm.Ctrl3	norm.Ctrl4	norm.RNAi1	norm.RNAi3	norm.RNAi4	baseMean	Untreated	RNAi	FoldChange	log2FoldChange	stat	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
FBtr0091533	290	78	73	462	187	202	150	117	103	236	257	251	185.51	123	248	2.007	1.005	4.095	4.21798247459464e-05	0.00102521654915451	0.0145	0.061	0.0367	0.0367	TRUE	NA
FBtr0304989	80	20	22	267	55	55	41	30	31	136	76	68	63.74	34	93	2.696	1.431	4.092	4.28172562632848e-05	0.00103480885321554	0.0106	0.1282	0.0647	0.0647	TRUE	NA
FBtr0079236	4889	964	997	8378	1437	1604	2530	1444	1404	4278	1973	1990	2270	1793	2747	1.488	0.573	4.088	4.3446757015257e-05	0.00104630777465386	0.0043	0.0288	0.0136	0.0136	TRUE	NA
FBtr0308621	728	258	271	2047	404	556	377	387	382	1045	555	690	572.47	382	763	1.949	0.963	4.079	4.52871838755221e-05	0.00108560375330876	0.0385	0.0373	0.0379	0.0379	TRUE	NA
FBtr0079616	1387	492	521	1869	915	1018	718	737	734	954	1257	1263	943.76	730	1158	1.57	0.651	4.077	4.57029556222274e-05	0.00109408794034212	0.0066	0.0328	0.0172	0.0172	TRUE	NA
FBtr0090014	706	977	1123	4987	1989	2254	365	1464	1582	2547	2731	2796	1914.2	1137	2691	2.8	1.485	4.074	4.62093731282863e-05	0.00110471624326015	0.1852	0.0293	0.0951	0.0951	TRUE	NA
FBtr0334405	435	114	164	1420	254	281	225	171	231	725	349	349	341.57	209	474	2.152	1.106	4.062	4.85622365309389e-05	0.00115783628904156	0.0535	0.045	0.0492	0.0492	TRUE	NA
FBtr0309042	1063	260	231	2068	443	419	550	390	325	1056	608	520	574.86	422	728	1.692	0.759	4.057	4.96039864083908e-05	0.00118108226588269	0.0111	0.0373	0.0229	0.0229	TRUE	NA
FBtr0301824	33	22	16	171	41	95	17	33	23	87	56	118	55.68	24	87	3.742	1.904	4.049	5.13462735943066e-05	0.00121765003506284	0.118	0.143	0.1307	0.1307	TRUE	NA
FBtr0340125	86	65	71	337	146	142	45	97	100	172	200	176	131.77	81	183	2.43	1.281	4.024	5.71713286019876e-05	0.00134475814757103	0.0513	0.0754	0.0634	0.0634	TRUE	NA
FBtr0075554	334	35	128	683	367	461	173	52	180	349	504	572	305.04	135	475	3.493	1.804	4.021	5.80388682937322e-05	0.00135995446223101	0.2756	0.0473	0.1399	0.1399	TRUE	NA
FBtr0089033	576	230	262	1026	402	430	298	345	369	524	552	533	436.85	337	536	1.601	0.679	4.019	5.84752811652513e-05	0.00136836798822019	0	0.0408	0.018	0.018	TRUE	NA
FBtr0332125	24	49	46	145	84	195	12	73	65	74	115	242	96.99	50	144	3.37	1.753	4.015	5.95298618315143e-05	0.00138937042963235	0.1514	0.0931	0.1209	0.1209	TRUE	NA
FBtr0114614	187	44	112	1053	187	206	97	66	158	538	257	256	228.42	107	350	3.093	1.629	4.014	5.96086284701778e-05	0.00138937581853217	0.1857	0.0544	0.1115	0.1115	TRUE	NA
FBtr0078509	2321	844	818	3501	1340	1349	1201	1264	1152	1788	1840	1674	1486.54	1206	1767	1.466	0.552	4.009	6.10132314324905e-05	0.00142024352272657	0.0019	0.0303	0.0129	0.0129	TRUE	NA
FBtr0336677	674	195	182	1275	344	324	349	292	256	651	472	402	403.78	299	508	1.687	0.755	4.003	6.26678776663999e-05	0.00145302414652199	0.007	0.0421	0.0225	0.0225	TRUE	NA
FBtr0332003	56	9	8	222	29	29	29	13	11	113	40	36	40.48	18	63	3.42	1.774	3.993	6.51697606773013e-05	0.00150708266162371	0.0079	0.1869	0.0939	0.0939	TRUE	NA
FBtr0304119	237	151	116	637	226	310	123	226	163	325	310	385	255.41	171	340	2.047	1.034	3.982	6.83173433796058e-05	0.00157165425452354	0.0365	0.0514	0.0439	0.0439	TRUE	NA
FBtr0077479	222	32	32	431	113	84	115	48	45	220	155	104	114.56	69	160	2.409	1.269	3.972	7.11371051691468e-05	0.00163227824584614	0.0362	0.0828	0.06	0.06	TRUE	NA
FBtr0078971	367	154	126	583	295	311	190	231	177	298	405	386	281.13	199	363	1.798	0.847	3.967	7.26379446419794e-05	0.00166025565718509	0.0102	0.0491	0.0287	0.0287	TRUE	NA
FBtr0332038	104	45	69	278	130	125	54	67	97	142	179	155	115.66	73	159	2.223	1.153	3.965	7.3399761254196e-05	0.00167550345335223	0.0165	0.0823	0.0503	0.0503	TRUE	NA
FBtr0333659	360	89	68	924	206	145	186	133	96	472	283	180	225	138	312	2.192	1.132	3.962	7.42553246596828e-05	0.00169067046146004	0.0493	0.0549	0.0522	0.0522	TRUE	NA
FBtr0079799	520	165	177	964	302	294	269	247	249	492	415	365	339.55	255	424	1.659	0.73	3.948	7.87522763849391e-05	0.00178159401729662	0.0032	0.0451	0.0212	0.0212	TRUE	NA
FBtr0302577	388	86	95	897	242	159	201	129	134	458	332	197	241.84	155	329	2.106	1.075	3.944	8.0298997453599e-05	0.00181195097442809	0.0426	0.0529	0.0477	0.0477	TRUE	NA
FBtr0072670	319	134	183	1052	289	305	165	201	258	537	397	378	322.68	208	437	2.115	1.081	3.941	8.09868206887667e-05	0.00182514375134391	0.0544	0.0461	0.0503	0.0503	TRUE	NA
FBtr0087859	766	420	446	1134	695	977	396	629	628	579	954	1212	733.23	551	915	1.629	0.704	3.937	8.23899484929747e-05	0.00185440277199646	0.0116	0.0348	0.0215	0.0215	TRUE	NA
FBtr0346541	16	2	2	86	24	16	8	3	3	44	33	20	18.47	5	32	7.012	2.81	3.927	8.60883431295048e-05	0.0019302774122992	0.0641	0.3788	0.2242	0.2242	TRUE	NA
FBtr0073250	146	240	252	466	481	421	76	360	355	238	661	522	368.48	264	474	2.041	1.029	3.902	9.53487632286973e-05	0.00212177983682878	0.0503	0.0436	0.0466	0.0466	TRUE	NA
FBtr0347554	456	51	48	856	97	107	236	76	68	437	133	133	180.51	127	234	1.85	0.887	3.899	9.67232504874499e-05	0.00214966209092145	0	0.062	0.0279	0.0279	TRUE	NA
FBtr0071703	7603	2572	3090	10521	4212	4924	3934	3853	4353	5372	5784	6109	4900.93	4047	5755	1.421	0.506	3.898	9.69665173567378e-05	0.00215236469078802	0.0034	0.0272	0.0119	0.0119	TRUE	NA
FBtr0308644	23	10	18	105	60	40	12	15	25	54	82	50	39.65	17	62	3.662	1.873	3.889	0.000100853913239751	0.00223304953582534	0.0609	0.1903	0.1278	0.1278	TRUE	NA
FBtr0083948	866	276	349	1198	593	716	448	413	492	612	814	888	611.26	451	771	1.684	0.752	3.887	0.000101364136111549	0.00224154116493676	0.0158	0.0366	0.0251	0.0251	TRUE	NA
FBtr0085105	76	18	29	186	70	68	39	27	41	95	96	84	63.77	36	92	2.559	1.356	3.886	0.000102026039546105	0.00225336162997521	0	0.1281	0.0667	0.0667	TRUE	NA
FBtr0080165	2550	807	952	3770	1312	1449	1320	1209	1341	1925	1802	1798	1565.67	1290	1842	1.428	0.513	3.883	0.000103045456899809	0.00227303887532982	5e-04	0.0301	0.0119	0.0119	TRUE	NA
FBtr0073425	40	5	15	170	60	33	21	7	21	87	82	41	43.24	16	70	4.245	2.086	3.88	0.000104411933342281	0.00229745213029638	0.1484	0.1766	0.1648	0.1648	TRUE	NA
FBtr0080156	1143	654	888	2499	1378	1257	591	980	1251	1276	1892	1559	1258.33	941	1576	1.73	0.791	3.878	0.000105127735989729	0.00230746250297058	0.0272	0.0311	0.029	0.029	TRUE	NA
FBtr0078289	566	183	189	828	378	364	293	274	266	423	519	452	371.13	278	465	1.662	0.733	3.876	0.000106054460473001	0.00232491878590813	0.0068	0.0435	0.0226	0.0226	TRUE	NA
FBtr0082522	136	67	95	360	139	358	70	100	134	184	191	444	187.24	101	273	2.678	1.421	3.876	0.000106187368830865	0.00232495141335004	0.1215	0.0607	0.0897	0.0897	TRUE	NA
FBtr0330170	17	9	10	42	48	56	9	13	14	21	66	69	32.2	12	52	3.829	1.937	3.876	0.000106399326237439	0.00232671258401303	0.0295	0.2283	0.1274	0.1274	TRUE	NA
FBtr0083945	4399	2039	2337	5996	3199	3800	2276	3055	3292	3062	4393	4714	3465.36	2874	4056	1.404	0.49	3.872	0.000107746234612246	0.00234983017528408	0.0019	0.0278	0.0112	0.0112	TRUE	NA
FBtr0339418	144	95	39	469	174	201	75	142	55	239	239	249	166.6	91	242	2.713	1.44	3.872	0.000107854960280972	0.00234983017528408	0.1282	0.065	0.0914	0.0914	TRUE	NA
FBtr0087732	2153	912	1059	2996	1484	1685	1114	1366	1492	1530	2038	2090	1605.06	1324	1886	1.42	0.506	3.868	0.000109837464203328	0.00239007943323626	6e-04	0.03	0.0116	0.0116	TRUE	NA
FBtr0089516	213	41	43	439	84	99	110	61	61	224	115	123	115.76	77	154	1.985	0.989	3.853	0.000116526902605869	0.00251567288788726	0	0.0822	0.0357	0.0357	TRUE	NA
FBtr0304802	709	221	241	1647	360	412	367	331	339	841	494	511	480.66	346	615	1.74	0.799	3.853	0.000116867925827387	0.00251828316176895	0.0194	0.0395	0.0284	0.0284	TRUE	NA
FBtr0082335	490	180	211	773	324	369	254	270	297	395	445	458	352.98	274	433	1.579	0.659	3.849	0.000118659282263236	0.00255066994230731	0	0.0444	0.018	0.018	TRUE	NA
FBtr0073489	1285	1176	1057	1844	1835	1921	665	1762	1489	942	2520	2383	1626.74	1305	1948	1.477	0.563	3.845	0.000120330964989141	0.0025803334565126	0.0047	0.0299	0.0147	0.0147	TRUE	NA
FBtr0071538	25	24	26	66	94	67	13	36	37	34	129	83	55.24	29	82	2.812	1.491	3.836	0.000125028591188507	0.00266491663459745	0.0293	0.1439	0.0823	0.0823	TRUE	NA
FBtr0087207	140	35	61	282	111	147	72	52	86	144	152	182	114.93	70	159	2.251	1.17	3.833	0.000126724410729668	0.002697811733115	0.0248	0.0826	0.0562	0.0562	TRUE	NA
FBtr0076791	97	30	31	199	88	80	50	45	44	102	121	99	76.75	46	107	2.296	1.199	3.832	0.000127256859068868	0.00270589073772517	0	0.1108	0.0541	0.0541	TRUE	NA
FBtr0078069	47	42	52	332	98	119	24	63	73	170	135	148	102.04	53	151	3.102	1.633	3.83	0.000127960448288193	0.00271758498279282	0.1473	0.0898	0.1171	0.1171	TRUE	NA
FBtr0079864	3246	1114	1224	4908	1624	1985	1680	1669	1724	2506	2230	2463	2045.3	1691	2400	1.419	0.505	3.829	0.000128694895741369	0.00272794101274845	0.0017	0.0291	0.012	0.012	TRUE	NA
FBtr0290026	108	41	32	242	78	111	56	61	45	124	107	138	88.46	54	123	2.269	1.182	3.829	0.000128756471971339	0.00272794101274845	0	0.0996	0.0544	0.0544	TRUE	NA
FBtr0071793	372	56	72	882	130	117	193	84	101	450	179	145	191.98	126	258	1.952	0.965	3.828	0.000129304557967956	0.00273627623805156	0.0172	0.0599	0.0377	0.0377	TRUE	NA
FBtr0303046	708	302	368	1895	817	514	366	452	518	968	1122	638	677.41	445	909	2.058	1.041	3.823	0.000131866538032308	0.00278715761568646	0.0687	0.0355	0.0516	0.0516	TRUE	NA
FBtr0084927	27	8	6	112	23	39	14	12	8	57	32	48	28.59	11	46	3.998	1.999	3.819	0.000133896506874909	0.00282668628057758	0.012	0.2538	0.1363	0.1363	TRUE	NA
FBtr0310643	129	32	36	285	71	90	67	48	51	146	98	112	86.68	55	119	2.144	1.1	3.81	0.000139140587025678	0.00291651199652993	0	0.1011	0.0452	0.0452	TRUE	NA
FBtr0070639	1521	343	393	2087	631	743	787	514	554	1066	867	922	784.76	618	952	1.555	0.637	3.804	0.000142497890679654	0.00297636984089059	0.0067	0.0342	0.0187	0.0187	TRUE	NA
FBtr0302569	69	46	40	212	90	100	36	69	56	108	124	124	86.15	54	119	2.304	1.204	3.804	0.000142501003630904	0.00297636984089059	0	0.1016	0.0578	0.0578	TRUE	NA
FBtr0079789	3724	1468	1719	6720	2377	2504	1927	2199	2421	3432	3264	3106	2725	2182	3267	1.503	0.588	3.803	0.000142748161986092	0.00297801619539618	0.0081	0.0283	0.0168	0.0168	TRUE	NA
FBtr0113246	69	19	34	618	44	109	36	28	48	316	60	135	103.88	37	170	3.933	1.976	3.801	0.00014437258942811	0.00300835745532708	0.2792	0.0886	0.1743	0.1743	TRUE	NA
FBtr0342816	170	103	91	435	195	177	88	154	128	222	268	220	179.99	123	237	1.972	0.98	3.793	0.000148804055589069	0.00308254396654124	0.0225	0.0621	0.0415	0.0415	TRUE	NA
FBtr0079937	9359	3196	3453	12065	4968	5712	4843	4788	4864	6161	6822	7086	5760.77	4832	6690	1.382	0.467	3.791	0.000150216525104875	0.0031009107883668	0.0024	0.027	0.0107	0.0107	TRUE	NA
FBtr0333777	195	76	70	699	126	159	101	114	99	357	173	197	173.43	105	242	2.242	1.165	3.785	0.000153783557935792	0.00316715357793026	0.0571	0.0635	0.0602	0.0602	TRUE	NA
FBtr0081228	118	38	46	239	86	136	61	57	65	122	118	169	98.61	61	136	2.219	1.15	3.781	0.000156004849840166	0.00320543762894586	0.0192	0.092	0.054	0.054	TRUE	NA
FBtr0335488	1079	462	372	2390	736	701	558	692	524	1220	1011	870	812.55	591	1034	1.74	0.799	3.778	0.000157782970386261	0.00323821175069994	0.0279	0.0339	0.0308	0.0308	TRUE	NA
FBtr0086773	3263	1378	1408	4213	2196	2508	1689	2064	1983	2151	3016	3111	2335.79	1912	2759	1.428	0.514	3.775	0.0001598442766961	0.003276715062608	0.0035	0.0287	0.0129	0.0129	TRUE	NA
FBtr0113384	15	5	5	42	32	46	8	7	7	21	44	57	24.13	7	41	4.88	2.287	3.772	0.000162233552676097	0.00331800437039635	0.0809	0.296	0.1861	0.1861	TRUE	NA
FBtr0086474	76	18	17	177	47	68	39	27	24	90	65	84	54.92	30	80	2.66	1.412	3.77	0.000163280173587635	0.00333555375397095	0	0.1446	0.0754	0.0754	TRUE	NA
FBtr0082057	27	16	9	76	52	51	14	24	13	39	71	63	37.35	17	58	3.321	1.732	3.766	0.000166021411017701	0.00338764104073143	0.0051	0.2004	0.1126	0.1126	TRUE	NA
FBtr0077245	382	149	160	544	306	431	198	223	225	278	420	535	313.16	215	411	1.844	0.883	3.759	0.00017034891344567	0.0034719385112527	0.0268	0.0467	0.0361	0.0361	TRUE	NA
FBtr0091719	191	23	20	355	89	74	99	34	28	181	122	92	92.79	54	132	2.685	1.425	3.758	0.000170956841018535	0.0034803193031748	0	0.0961	0.0854	0.0854	TRUE	NA
FBtr0085786	602	256	238	1384	375	457	312	384	335	707	515	567	469.82	344	596	1.736	0.796	3.755	0.000173117592120091	0.00352025669217992	0.0214	0.0398	0.0298	0.0298	TRUE	NA
FBtr0075275	493	186	237	732	374	423	255	279	334	374	514	525	379.96	289	471	1.61	0.687	3.753	0.000174650528212404	0.00354735074007537	0.0035	0.0431	0.0212	0.0212	TRUE	NA
FBtr0075706	372	101	111	919	162	224	193	151	156	469	222	278	244.97	167	323	1.884	0.914	3.752	0.000175417183492994	0.00355883646006256	0.024	0.0525	0.0373	0.0373	TRUE	NA
FBtr0079423	4553	1570	1714	6350	2295	2819	2356	2352	2414	3243	3152	3497	2835.66	2374	3297	1.389	0.474	3.741	0.000183109418892096	0.00369944295020545	0.0016	0.0282	0.0112	0.0112	TRUE	NA
FBtr0087357	1062	220	204	1598	606	433	550	330	287	816	832	537	558.65	389	728	1.932	0.95	3.741	0.000183184219342037	0.00369944295020545	0.0506	0.0376	0.0441	0.0441	TRUE	NA
FBtr0334634	130	33	40	311	77	82	67	49	56	159	106	102	89.89	57	122	2.108	1.076	3.731	0.000190575314546787	0.00383121351096274	0	0.0984	0.0454	0.0454	TRUE	NA
FBtr0347011	563	220	186	761	449	520	291	330	262	389	617	645	422.21	294	550	1.816	0.861	3.722	0.000197720610622601	0.0039524014943779	0.0307	0.0414	0.0358	0.0358	TRUE	NA
FBtr0070484	933	398	407	1385	621	667	483	596	573	707	853	827	673.31	551	796	1.446	0.533	3.715	0.000203596532385942	0.00404699579150527	0	0.0356	0.0132	0.0132	TRUE	NA
FBtr0075453	2845	873	1098	4368	1448	1657	1472	1308	1547	2230	1988	2056	1766.9	1442	2091	1.449	0.535	3.713	0.000205137278080875	0.00406969026750125	0.0049	0.0296	0.0143	0.0143	TRUE	NA
FBtr0114627	668	232	243	935	441	444	346	348	342	477	606	551	444.9	345	545	1.565	0.646	3.707	0.000209436399774846	0.00414909221547233	0.0043	0.0406	0.0194	0.0194	TRUE	NA
FBtr0086180	19128	5808	6998	31164	8993	10213	9898	8701	9858	15914	12350	12670	11565.1	9486	13645	1.43	0.516	3.704	0.000211889642594115	0.00418363802135323	0.006	0.0265	0.0139	0.0139	TRUE	NA
FBtr0080358	198	59	69	384	113	153	102	88	97	196	155	190	138.19	96	180	1.88	0.911	3.704	0.000212240150121616	0.00418588684035843	0	0.0731	0.0349	0.0349	TRUE	NA
FBtr0078078	678	256	259	1169	507	417	351	384	365	597	696	517	484.95	367	603	1.649	0.721	3.703	0.000212986879624429	0.00419593640026256	0.0134	0.0394	0.025	0.025	TRUE	NA
FBtr0308594	295	46	31	354	237	263	153	69	44	181	325	326	182.96	89	277	3.406	1.768	3.702	0.000214322693559886	0.00421755591965289	0.2757	0.0615	0.1555	0.1555	TRUE	NA
FBtr0110922	125	85	90	145	372	417	65	127	127	74	511	517	236.84	106	367	2.687	1.426	3.696	0.000218710526667636	0.00429434842095134	0.1582	0.0534	0.1006	0.1006	TRUE	NA
FBtr0073118	11334	1945	1645	18383	3134	2877	5865	2914	2317	9387	4304	3569	4726.04	3699	5753	1.537	0.62	3.695	0.000219956169969035	0.00431401840678737	0.0144	0.0273	0.02	0.02	TRUE	NA
FBtr0073779	1555	823	743	2772	1158	1302	805	1233	1047	1416	1590	1615	1284.21	1028	1540	1.517	0.602	3.693	0.00022125189703429	0.00433462603591764	0.0091	0.031	0.0183	0.0183	TRUE	NA
FBtr0086568	70	24	30	154	66	78	36	36	42	79	91	97	63.41	38	89	2.307	1.206	3.689	0.000225338332426234	0.00440492866182598	0	0.1287	0.0574	0.0574	TRUE	NA
FBtr0083552	328	108	89	466	315	266	170	162	125	238	433	330	242.91	152	334	2.129	1.09	3.687	0.000226781748220886	0.00442825155383632	0.0631	0.0527	0.0579	0.0579	TRUE	NA
FBtr0340226	67	15	16	330	70	29	35	22	23	169	96	36	63.38	27	100	3.544	1.825	3.683	0.000230183398154736	0.00448971829851757	0.1653	0.1287	0.1462	0.1462	TRUE	NA
FBtr0072265	4059	1334	1392	6469	2039	2051	2100	1998	1961	3303	2800	2544	2451.27	2020	2882	1.422	0.508	3.683	0.000230560560852473	0.00449212211678536	0.0039	0.0286	0.0132	0.0132	TRUE	NA
FBtr0112741	401	101	97	615	200	209	208	151	137	314	275	259	223.91	165	283	1.72	0.782	3.682	0.000231307574376359	0.00450171869999139	0	0.055	0.0271	0.0271	TRUE	NA
FBtr0273423	52	14	16	203	32	52	27	21	23	104	44	65	47.09	24	71	2.963	1.567	3.682	0.000231769626061442	0.00450575434577249	0.0339	0.1643	0.0974	0.0974	TRUE	NA
FBtr0330306	24	3	3	83	29	21	12	4	4	42	40	26	21.57	7	36	5.293	2.404	3.68	0.000233362189248129	0.00453173489570654	0	0.3281	0.2075	0.2075	TRUE	NA
FBtr0074226	921	431	464	1346	654	788	477	646	654	687	898	978	723.15	592	854	1.443	0.529	3.668	0.000244526045428633	0.00471232055520473	0	0.0349	0.0135	0.0135	TRUE	NA
FBtr0078271	261	95	76	485	151	206	135	142	107	248	207	256	182.5	128	237	1.85	0.888	3.668	0.000244456570958654	0.00471232055520473	0.0097	0.0616	0.0356	0.0356	TRUE	NA
FBtr0077349	361	208	203	542	336	409	187	312	286	277	461	507	338.33	262	415	1.572	0.652	3.66	0.000252034312050267	0.00483594253197535	8e-04	0.0452	0.0196	0.0196	TRUE	NA
FBtr0080390	2	6	8	13	41	594	1	9	11	7	56	737	136.86	7	267	23.685	4.566	3.66	0.000252425525804476	0.0048382014918819	0.9516	0.0735	0.4325	0.9516	TRUE	NA
FBtr0273416	8	1	4	42	20	25	4	1	6	21	27	31	15.2	4	26	6.736	2.752	3.657	0.000255286414673873	0.00488774021860984	0.0121	0.4546	0.2547	0.2547	TRUE	NA
FBtr0302905	66	23	16	238	55	46	34	34	23	122	76	57	57.55	30	85	2.744	1.457	3.651	0.000260895989466698	0.00497897621322045	0.0356	0.1392	0.0886	0.0886	TRUE	NA
FBtr0100477	5540	1653	1735	7690	2337	2742	2867	2476	2444	3927	3209	3402	3054.18	2596	3513	1.353	0.436	3.649	0.000263674624030297	0.00502658165271551	2e-04	0.0281	0.0099	0.0099	TRUE	NA
FBtr0301447	372	149	184	575	295	314	193	223	259	294	405	390	293.86	225	363	1.602	0.68	3.648	0.000263985863126562	0.00502709785206891	0	0.0481	0.0213	0.0213	TRUE	NA
FBtr0087822	488	131	124	754	220	262	253	196	175	385	302	325	272.61	208	337	1.628	0.703	3.644	0.000268385636945096	0.00509990365541966	0	0.0498	0.0224	0.0224	TRUE	NA
FBtr0077088	495	164	199	835	288	328	256	246	280	426	395	407	335.16	261	409	1.574	0.654	3.641	0.000271321767859792	0.0051501645871326	0	0.0454	0.0199	0.0199	TRUE	NA
FBtr0077909	12071	4884	5260	15064	7861	8726	6246	7317	7409	7692	10795	10825	8380.94	6991	9771	1.384	0.469	3.64	0.000272785703123966	0.00516686496141979	0.0034	0.0267	0.0118	0.0118	TRUE	NA
FBtr0343016	81	54	70	605	142	122	42	81	99	309	195	151	146.12	74	218	3.01	1.59	3.639	0.000274011620864872	0.00518453431520904	0.1937	0.0705	0.1274	0.1274	TRUE	NA
FBtr0077903	632	207	259	944	380	445	327	310	365	482	522	552	426.32	334	519	1.548	0.631	3.637	0.000276089126256943	0.00521601398090469	0.001	0.0412	0.019	0.019	TRUE	NA
FBtr0334322	401	111	95	731	210	186	208	166	134	373	288	231	233.34	169	297	1.755	0.811	3.637	0.000276265055684116	0.00521601398090469	0.0085	0.0538	0.0305	0.0305	TRUE	NA
FBtr0345460	274	102	54	551	184	212	142	153	76	281	253	263	194.62	124	266	2.157	1.109	3.636	0.000277005641272728	0.00522442089526209	0.0625	0.0594	0.0604	0.0604	TRUE	NA
FBtr0075595	441	200	227	801	334	366	228	300	320	409	459	454	361.56	283	441	1.579	0.659	3.636	0.000277421061925655	0.00522668371302104	0	0.0439	0.0206	0.0206	TRUE	NA
FBtr0071168	1066	524	690	1639	978	1023	552	785	972	837	1343	1269	959.62	770	1150	1.497	0.582	3.627	0.000286337764083825	0.00537749616179082	0.0061	0.0327	0.0174	0.0174	TRUE	NA
FBtr0302973	992	84	58	1433	179	274	513	126	82	732	246	340	339.73	240	439	2.214	1.147	3.626	0.000288381423897025	0.0054101333723884	0.0913	0.0451	0.0662	0.0662	TRUE	NA
FBtr0075679	388	132	106	670	208	247	201	198	149	342	286	306	247.01	183	311	1.707	0.771	3.624	0.000289756577840034	0.00543017332475427	0.0015	0.0523	0.0278	0.0278	TRUE	NA
FBtr0273277	5038	1988	2429	7825	3093	3600	2607	2978	3422	3996	4247	4466	3619.38	3002	4236	1.417	0.503	3.622	0.000292323118452606	0.00547224503217496	0.0048	0.0277	0.0136	0.0136	TRUE	NA
FBtr0345317	2721	1206	1457	3653	2051	2245	1408	1807	2052	1865	2817	2785	2122.37	1756	2489	1.407	0.493	3.622	0.000292620191082331	0.00547224503217496	0.0029	0.029	0.0128	0.0128	TRUE	NA
FBtr0078917	3383	973	938	4558	1420	1638	1751	1458	1321	2328	1950	2032	1806.54	1510	2103	1.397	0.482	3.61	0.000305923641726063	0.00569761102669499	0.0016	0.0295	0.0122	0.0122	TRUE	NA
FBtr0343377	209	53	80	601	104	184	108	79	113	307	143	228	163.04	100	226	2.216	1.148	3.61	0.000305959554313506	0.00569761102669499	0.0632	0.0659	0.0645	0.0645	TRUE	NA
FBtr0334883	57	47	45	148	121	91	29	70	63	76	166	113	86.32	54	118	2.237	1.162	3.604	0.000313155690397442	0.0058132605653947	0.0244	0.1014	0.0605	0.0605	TRUE	NA
FBtr0076500	191	123	102	709	265	183	99	184	144	362	364	227	229.96	142	318	2.293	1.197	3.6	0.000318187940700894	0.00589986713261788	0.0958	0.0543	0.0742	0.0742	TRUE	NA
FBtr0332155	362	53	51	583	109	167	187	79	72	298	150	207	165.52	113	218	2.035	1.025	3.6	0.000318488107605566	0.00589986713261788	0.0334	0.0653	0.0496	0.0496	TRUE	NA
FBtr0305263	42	41	40	337	58	164	22	61	56	172	80	203	99.12	46	152	3.569	1.836	3.598	0.000320099309170489	0.00592351137922083	0.2657	0.0917	0.1721	0.1721	TRUE	NA
FBtr0078919	53	18	18	354	54	36	27	27	25	181	74	45	63.22	26	100	3.357	1.747	3.594	0.000325830022449303	0.00602325906703305	0.1526	0.129	0.1406	0.1406	TRUE	NA
FBtr0332589	84	51	63	143	128	141	43	76	89	73	176	175	105.39	69	141	1.957	0.969	3.586	0.000335890236470158	0.00618982726395163	0	0.0878	0.0412	0.0412	TRUE	NA
FBtr0070724	266	96	108	904	158	213	138	144	152	462	217	264	229.41	145	314	2.094	1.066	3.585	0.000337166439731514	0.00620687979738837	0.0614	0.0543	0.0579	0.0579	TRUE	NA
FBtr0073424	42	19	12	103	78	49	22	28	17	53	107	61	47.93	22	74	3.17	1.664	3.582	0.000341200893690593	0.00627462059280695	0.0865	0.1619	0.1251	0.1251	TRUE	NA
FBtr0343995	69	15	17	217	42	40	36	22	24	111	58	50	50.04	27	73	2.607	1.382	3.58	0.000343168468021946	0.00629118483707383	0.0087	0.1561	0.0773	0.0773	TRUE	NA
FBtr0077721	831	263	263	1150	478	474	430	394	370	587	656	588	504.37	398	610	1.53	0.613	3.577	0.000348112597832883	0.00637521735844878	0.0044	0.0388	0.0189	0.0189	TRUE	NA
FBtr0076301	1629	638	736	2326	991	1322	843	956	1037	1188	1361	1640	1170.71	945	1396	1.472	0.558	3.569	0.000358032154798211	0.00655010015567234	0.0065	0.0315	0.0167	0.0167	TRUE	NA
FBtr0087382	2404	837	830	3146	1273	1456	1244	1254	1169	1606	1748	1806	1471.34	1222	1720	1.404	0.49	3.569	0.0003589304169771	0.00655975000696475	0.002	0.0303	0.0128	0.0128	TRUE	NA
FBtr0306636	405	72	90	762	131	168	210	108	127	389	180	208	203.61	148	259	1.73	0.791	3.565	0.000364480517133118	0.00664060229516167	0.0028	0.0579	0.0288	0.0288	TRUE	NA
FBtr0073471	7546	3035	3809	10940	4959	5526	3905	4547	5366	5586	6810	6856	5511.52	4606	6417	1.396	0.481	3.56	0.000370804056700673	0.0067160244096949	0.0043	0.0271	0.013	0.013	TRUE	NA
FBtr0081873	352	92	130	649	186	226	182	138	183	331	255	280	228.38	168	289	1.722	0.784	3.557	0.00037491592397314	0.00677491073647479	0.0048	0.0545	0.0298	0.0298	TRUE	NA
FBtr0331661	147	44	43	468	93	80	76	66	61	239	128	99	111.42	68	155	2.21	1.144	3.548	0.000388664689616711	0.00700903876045794	0.0417	0.0844	0.0622	0.0622	TRUE	NA
FBtr0081620	70	31	20	179	79	62	36	46	28	91	108	77	64.61	37	92	2.501	1.322	3.542	0.000396661004324939	0.0071241927182868	0.0264	0.1268	0.08	0.08	TRUE	NA
FBtr0346633	1094	103	131	1889	195	200	566	154	185	965	268	248	397.58	302	494	1.59	0.669	3.538	0.000402778510394584	0.00721209982529411	0.003	0.0423	0.0213	0.0213	TRUE	NA
FBtr0340437	3441	1273	1632	4600	2269	2759	1781	1907	2299	2349	3116	3423	2479.05	1996	2963	1.471	0.557	3.531	0.00041355668705752	0.007382675429601	0.0096	0.0285	0.0175	0.0175	TRUE	NA
